title,abstract,date,department,type,url
"Veranderende vormen, hoe nu verder?",Bijdrage tijdens de netwerkbijeenkomst 'Hoe maken we toekomstmuziek?' georganiseerd door het Prins Claus Conservatorium voor partners uit het muziekeducatieve werkveld waarin gesproken wordt over de inrichting van het de talentontwikkelingsketen in de regio.,,,,https://hbo-kennisbank.nl/details/hanze_pure_rest:68a34142-9e09-48bb-a3b4-d1f66b12340f
Synthesis of a dual-function monomer and its corresponding polymer for the valorisation of stilbenes from grape canes,,,,,https://hbo-kennisbank.nl/details/hanzepure:oai:research.hanze.nl:publications%2Fd8ce7069-887d-48fc-a6b0-b634f3cf37ec
Intro Wereld werkt in Groningen,,,,,https://hbo-kennisbank.nl/details/hanze_pure_rest:28ab93eb-cd6b-4186-99ab-24fefb05acbb
Ondergrondse waterstofopslag in zoutcavernes in Twente,Essentie van de onderzoeksresultaten van Ondergrondse waterstofopslag in zoutcavernes in Twente,,,,https://hbo-kennisbank.nl/details/saxion_kenniscentra:53c315ad-dcfe-4062-8315-addcfeb0628d
Corrigendum to “Qualitative evaluation of failure mechanisms of aluminium 6061-T6 cold spray repairs” [Eng. Fail. Anal. 175 (2025) 109581],,,,,https://hbo-kennisbank.nl/details/amsterdam_pure:oai:pure.hva.nl:publications%2F0c82a2c6-862a-41bd-be9e-1dbe37ff92c9
"Restoration and reinforcement of 1800S historical building in Hydra, Greece without demolition","This thesis investigates the restoration and structural reinforcement of a historically protected 19th-century residential building on the island of Hydra, Greece. Undertaken within the strict constraints of Greek heritage law (ΦΕΚ 594Δ/1978), the project aims to enhance structural safety and environmental sustainability while preserving the architectural and cultural authenticity of the building.A multidisciplinary methodology was adopted, including on-site visual inspections, comparative case study analysis, expert interviews, and digital documentation using 3D laser scanning and Building Information Modelling (BIM). Although structural analysis software (NEXT) was initially considered, its limitations in modeling masonry structures necessitated a shift toward literature-based evaluation and precedent studies for performance assessment.The final intervention strategy involved the full injection of Natural Hydraulic Lime (NHL 3.5) mortar into all masonry walls to restore cohesion, improve crack distribution, and preserve the building’s breathability. The deteriorated pitched roof was entirely reconstructed using engineered timber, anchored with stainless-steel rebars to act as a flexible seismic diaphragm without compromising the building’s original geometry or appearance. For the floor structure,deteriorated timber joists were reinforced internally with flat steel plates concealed within the existing material profile, enhancing shear and bending capacity while maintaining visual continuity.To support energy autonomy, Dyaqua Invisible Solar Tiles were proposed for roof integration. These photovoltaic tiles replicate the appearance of traditional Byzantine-style clay tiles, allowing renewable energy generation without violating visual conservation standards. Simulations confirmed their potential to achieve net-zero energy consumption under typical Mediterranean solar conditions.All proposed materials and methods were selected based on performance, reversibility, compatibility with traditional construction, and regulatory compliance. This research offers a replicable and conservation-sensitive framework for the sustainable retrofitting of heritage buildings in coastal and seismic environments, balancing modern performance requirements with long-term cultural preservation.",,,,https://hbo-kennisbank.nl/details/sharekit_hz:oai:surfsharekit.nl:b37ab50f-7914-4902-a55e-4d49c1e3594b
Mkb met online platforms,"Deze infographic geeft MKB‑ondernemers met een online platform in één oogopslag inzicht in de belangrijkste verplichtingen uit de Digital Services Act (DSA). De informatie is bewust kort, helder en praktisch geformuleerd, zodat ondernemers snel kunnen zien wat er van hen wordt verwacht. Elk thema wordt apart uitgelegd. Disclaimer: De afstudeeropdracht wordt uitgevoerd door een vierdejaarsstudent in het kader van zijn/haar afstuderen bij het Instituut voor Rechtenstudies. De student levert een juridisch beroepsproduct op en doet daartoe onderzoek. De student wordt tijdens de uitvoering van zijn/haar afstudeeropdracht begeleid door een afstudeercoach. De inspanningen van de student en de afstudeercoach zijn erop gericht om een zo goed mogelijk beroepsproduct op te leveren. Dit moet opgevat worden als een product van een (vierdejaars)student en niet van een juridische professional. Mocht ondanks de geleverde inspanningen de informatie of de inhoud van het beroepsproduct onvolledig en/of onjuist zijn, dan kunnen de Hanzehogeschool Groningen, het Instituut voor Rechtenstudies, individuele medewerkers en de student daarvoor geen aansprakelijkheid aanvaarden.",,,,https://hbo-kennisbank.nl/details/hanzepure:oai:research.hanze.nl:publications%2F01b40306-ffd0-4aac-851e-6a600c55c5ae
Occupational Therapy at Home E-Rehabilitation (OTHER),"PURPOSE: To evaluate the feasibility of the Occupational Therapy at Home E-Rehabilitation (OTHER) intervention for persons post-stroke (age > 55) transitioning to home. METHODS: A mixed-methods feasibility study was conducted. Qualitative data included semi-structured interviews with persons post-stroke ( n  = 8) and informal caregivers ( n  = 4), a focus group with occupational therapists (OTs) ( n  = 4), and logbooks. Inductive thematic analysis explored the experiences of persons post-stroke and OTs, while feasibility was assessed deductively using Bowen's areas of feasibility. Quantitative data were the Canadian Occupational Performance Measure (COPM), Self-Management Ability Scale (SMAS-30), and the Montreal Cognitive Assessment to assess differences between baseline and 3 months. RESULTS: Eight persons post-stroke received OTHER. Inductive thematic analysis resulted in three themes from the perspectives of persons post-stroke and OTs: activity monitoring was appreciated; doing and talking were real supports; and the intervention was inspiring and challenging. Feasibility was acceptable based on Bowen's areas. A pre-post intervention change was observed on the COPM: 1 on performance and 1.5 on satisfaction, and for SMAS-30, a positive change of 4.67 was observed. CONCLUSION: The OTHER intervention and research protocol are feasible for home-based rehabilitation, and a larger trial is recommended.",,,,https://hbo-kennisbank.nl/details/amsterdam_pure:oai:pure.hva.nl:publications%2Fb1a57396-6911-4888-9ad8-3287035b6479
Onder de rook van Noviomagus,Dit onderzoek betreft een gedeeltelijke uitwerking van vindplaats 8 van project Bo5. Het project is uitgevoerd in opdracht van Bureau Archeologie en Bodemkwaliteit gemeente Nijmegen. Voor dit project is het noordelijke deel van de nederzetting van vindplaats 8 uitgewerkt. Het resultaat hiervan is deze scriptie en een begeleidende structurencatalogus.,,,,https://hbo-kennisbank.nl/details/saxion_scripties:c2068b8c-4cc3-44f9-868b-8c4cc3c4f939
Toolbox Impact maken in het zorg-/sociaal domein,"Gezondheid gaat verder dan de afwezigheid van ziekte en omvat ook meedoen, veerkracht, welzijn en gelijke kansen. Gemeenten spelen hierin een belangrijke rol door de sociale basis te versterken en een gezonde leefomgeving te creëren. Om te bepalen of lokaal gezondheidsbeleid en initiatieven daadwerkelijk bijdragen aan maatschappelijke doelen, is het meten van impact essentieel. Impact betreft de betekenisvolle veranderingen die een initiatief teweegbrengt voor mensen en hun leefomgeving, en gaat verder dan alleen resultaten of output.Impactgericht werken helpt gemeenten te leren en verbeteren, zich te verantwoorden, samen te werken met partners en inwoners, en onderbouwde keuzes te maken over opschaling of doorontwikkeling. Het is geen eenmalige meting, maar een continu proces van reflectie, dialoog en bijsturing.De toolbox Elke Tukker Bewust Gezond ondersteunt gemeenten bij dit impactgericht werken en het ontwikkelen van een lerende, gezondheidsbevorderende infrastructuur. De tools zijn flexibel inzetbaar en toepasbaar bij onder meer projecten, beleidsontwikkeling, ketenaanpakken, burgerinitiatieven en subsidieverstrekking. De toolbox bevat vier samenhangende instrumenten:1. Workshop Veranderverhaal (Theory of Change)Een gezamenlijke methodiek om helder te krijgen welk maatschappelijk effect wordt nagestreefd, welke activiteiten en middelen nodig zijn en welke aannames daarbij horen. Het veranderverhaal maakt inzichtelijk hoe activiteiten leiden tot output, outcome en impact en is bruikbaar bij start, uitvoering en evaluatie van projecten. De workshop gebruikt begrijpelijke taal en is geschikt voor diverse groepen, inclusief inwoners.2. MonitoringsplanEen praktisch hulpmiddel om systematisch gegevens te verzamelen en te interpreteren. Monitoring volgt de voortgang van een project, evaluatie geeft betekenis aan de data. Door al bij het ontwerp na te denken over monitoring en evaluatie ontstaat beter inzicht in wat werkt en waar bijsturing nodig is.3. Maatschappelijke Impactanalyse (SROI)Deze analyse brengt de maatschappelijke waarde van initiatieven in beeld en ondersteunt besluitvorming.* De voorspellende impactanalyse (Forecast SROI) wordt vooraf ingezet om verwachte maatschappelijke waarde te onderbouwen en keuzes over opschaling of financiering te ondersteunen.* De volwassen impactanalyse (SROI) vindt plaats in een later stadium en geeft inzicht in daadwerkelijk gerealiseerde effecten, ter verantwoording en borging.De toolbox is gebaseerd op praktijkervaring, erkende methodieken en wetenschappelijke inzichten en draagt bij aan duurzaam lokaal gezondheidsbeleid. Gemeenten adviseren te investeren in kennisborging, structureel budget vrij te maken voor monitoring en evaluatie, en de tools ondersteunend in te zetten, vooral bij burgerinitiatieven.",,,,https://hbo-kennisbank.nl/details/saxion_kenniscentra:f63fb975-66ae-4a05-bfb9-7566aefa05c7
Bakjes en zakjes voor gft: irritant of essentieel,"In gesprek met gemeenten en inzamelaars klinkt regelmatig dat burgers geen lekkende gft-zakjes willen. “Gft is te vies, mensen willen het niet scheiden.” Onduidelijk is hoeveel mensen hier precies last van hebben en welke problemen het grootst zijn. Vanuit Rijkswaterstaat en de Hogeschool van Amsterdam waren we juist hier benieuwd naar: hoe groot is de (on-)tevredenheid over de bakjes en zakjes? En hoeveel bewoners ondervinden de vaak gesuggereerde problemen?",,,,https://hbo-kennisbank.nl/details/amsterdam_pure:oai:pure.hva.nl:publications%2F06017002-3851-4d1d-b55e-8745fff65842
Kasteel De Marsch in 3D,"Dit onderzoek richt zich op de centrale vraag: hoe kan het verdwenen kasteel De Marsch op een effectieve wijze worden gereconstrueerd?  Kasteel De Marsch bevond zich in het huidige De Hoven, gelegen binnen de gemeente Zutphen. Hoewel het kasteel tegenwoordig nauwelijks nog zichtbaar is in het landschap, bestaan er diverse archeologische, historische en kunsthistorische bronnen—waaronder schilderijen en prenten—die getuigen van het bestaan van het kasteel en zijn voormalige bewoners.",,,,https://hbo-kennisbank.nl/details/saxion_scripties:e81eaa15-7ca0-43e9-9eaa-157ca0d3e9ae
Stolen data: Theft and trade,,,,,https://hbo-kennisbank.nl/details/amsterdam_pure:oai:pure.hva.nl:publications%2F525503b7-0d22-44c3-93f8-d2181da25616
"Vlaams-Nederlandse Sociaal Werk ConferentieConformeren of transformeren?Sociaal werk onderzoek tussen volgzaamheid en verzetDonderdag 11 en vrijdag 12 september 2025Universiteit Gent, H. Dunantlaan 2, 9000 Gent","Bijdrage aan Social Werk Conferentie: Conformeren of transformeren.Sociaal werk onderzoek tussen volgzaamheid en verzet.Universiteit Gent, H. Dunantlaan 2, 9000 Gent",,,,https://hbo-kennisbank.nl/details/hanze_pure_rest:03f599af-f849-4789-871d-f9e2bc0b0cdb
Opwaarderen van  vrijkomende grondstoffen  voor dijkversterkingen,"Deze scriptie onderzoekt de mogelijkheden om vrijkomende grondstoffen binnen dijkversterkingsprojecten op te waarderen, met de dijkversterking in Belfeld als casus. Door de toenemende schaarste aan primaire grondstoffen en de groeiende ambitie om circulair en duurzaam te werken, neemt de behoefte toe om grondstoffen binnen projecten opnieuw te benutten. In Belfeld komt klei vrij van erosieklasse-3, die niet voldoet aan de eisen voor stevige klei. Het doel van dit onderzoek is te bepalen in hoeverre deze klei kan worden verbeterd tot een kwalitatief geschikt materiaal voor toepassing als stevige klei in het dijklichaam.Het onderzoek bestaat uit zowel theoretische als praktijkgerichte fases. Eerst zijn de technische en milieukundige eisen voor toepassing van klei binnen dijkversterkingen geïnventariseerd. Vervolgens is bepaald welke mengverhouding nodig is om de kwaliteit van de vrijkomende klei te verhogen. Op basis hiervan is een depot ingericht waarin de vrijkomende klei en aangevoerde klei is opgebouwd volgens de berekende mengverhouding. Door meerdere spitrondes uit te voeren en per ronde mengmonsters te analyseren, is beoordeeld hoe de homogeniteit en materiaaleigenschappen zich ontwikkelden. De monsters zijn zowel visueel als in het laboratorium onderzocht op onder andere homogeniteit, rolgrens, vloeigrens en plasticiteitsindex.Uit de resultaten blijkt dat het opwaarderen van klei uit categorie-3 technisch haalbaar is. De homogeniteit neemt per spitronde toe en de variatie binnen het materiaal neemt duidelijk af. Hoewel de theoretische mengverhouding een hogere vloeigrens voorspelde dan uiteindelijk werd gemeten, voldoet het eindmateriaal aan de minimale eisen voor stevige klei. Dit bevestigt dat het opwaardeerproces effectief is, waarbij duidelijk wordt dat als er een spreiding zit in deonderzoeksresultaten dat het wenselijk is om meer mengmonsters te nemen om de variatie in de grondstromen beter te kunnen inschatten.Daarnaast is een kosten-batenanalyse uitgevoerd, waarin de opwaardeermethode is vergeleken met de traditionele werkwijze. Hieruit blijkt dat deze aanpak financieel aantrekkelijk is: de methode kan aanzienlijke kostenbesparingen opleveren en biedt opdrachtnemers kansen om duurzamer te werken, wat kan resulteren in voordelen bij aanbestedingen en de impact van een dijkversterking op de omgeving te verkleinen.De belangrijkste conclusie luidt dat het opwaarderen van vrijkomende grondstoffen een realistische, duurzame en kostenefficiënte methode is om grondstoffen binnen dijkversterkingsprojecten te hergebruiken. Hiermee kan het gebruik van primaire klei worden beperkt en kan efficiënter binnen het projectgebied worden gewerkt. Tot slot geeft de scriptie aanbevelingen voor toekomstige projecten, zoals het optimaliseren van de depotopbouw, het vergroten van het aantal mengmonsters en het inzetten van aangepaste uitvoeringstechnieken om de kwaliteit van het eindmateriaal verder te verbeteren.",,,,https://hbo-kennisbank.nl/details/sharekit_han:oai:surfsharekit.nl:454dbfd3-b7cd-42d0-b3dc-051d50e53c2e
Making Music (Happen) in Asylum Seeker Centres,"Muzikanten die muziekactiviteiten voor asielzoekers in Nederland willen organiseren, worden vaak geconfronteerd met aanzienlijke praktische en organisatorische belemmeringen, die het opzetten en uitvoeren van dergelijke projecten frustrerend, tijdrovend en demotiverend kunnen maken. In februari en maart 2024 zijn negen muzikanten geïnterviewd die ervaring hebben met het werken met asielzoekers in Nederland. We bespraken hun projecten, de gemeenschappelijke uitdagingen waarmee zij in hun werk te maken kregen, en enkele methoden die zij hebben ontwikkeld en die succesvol bleken te zijn bij zowel het opstarten als het voortzetten van hun activiteiten in AZC’s. Hun ervaringen leverden een schat aan inzichten op over wat er nodig is om in een AZC-context te werken. Dit boekje beschrijft de belangrijkste bevindingen uit deze gesprekken en heeft als doel om muzikanten die werken of willen werken met asielzoekers in vergelijkbare contexten te informeren en te inspireren.",,,,https://hbo-kennisbank.nl/details/hanzepure:oai:research.hanze.nl:publications%2F4da22bdf-0163-4314-b4c6-284af64a8bcf
Repetitive Mechanical Recycling of Carbon Fibre Reinforced Polyphenylene Sulphide,Paper: Repetitive Mechanical Recycling of Carbon Fibre Reinforced Polyphenylene Sulphide,,,,https://hbo-kennisbank.nl/details/saxion_kenniscentra:4090b85c-8e89-4dc9-90b8-5c8e896dc9f7
"S04-1: Background and Foundation of Project BASE: Concepts of Healthy Lifestyle, Behavioural Change, and Active Neighbourhoods",,,,,https://hbo-kennisbank.nl/details/hanzepure:oai:research.hanze.nl:publications%2Ff06d0912-b560-4d8a-a1aa-7d037e1f3a00
Flood risk analysis Jubail,"Before finalizing the design plans for the Seawater Reverse Osmosis (SWRO) plant in Jubail, Saudi Arabia, requested by IDOM’s client, a flood risk analysis of the site is required.Within this flood risk analysis, the impacts on the SWRO site will be simulated during a rainfall event with a return period of 100 years. This impact will be considered based on three different scenarios:the scenario not considering climate change, the scenario considering the most likely climate change scenario (SSP2-4.5) and its effects on a T100 rainfall event, and the scenario considering the mostextreme climate change scenario (SSP3-7.0) and its effects on a T100 rainfall event. Based on the results, the client will determine if flood measures are required to be included in the design.To simulate the impacts, two main analyses have been conducted.The first is a hydrological analysis. Within this analysis, the movement of water during a T100 rainfall event was studied. This was done by defining the drainage network, calculating the concentrationtime, constructing the hyetographs (for all scenarios), estimating the amount of runoff by defining the curve number (CN), and defining the initial abstraction, impervious area, and lag time. Resulting in aHEC-HMS basin model from which hydrometeorological models were extracted at the junction point that will serve as the inlet to the research area for the simulated floods.The second analysis is a hydraulic analysis. Within this analysis, the flood depth, velocity, and hazard levels were defined by HEC-RAS flood simulations within the project area.Finally, based on the present risks/hazards shown within the HEC-RAS flood simulations, an analysis of possible adaptation measures has been conducted. From this analysis, one ´´best-fit´´ measure isproposed based on a multi-criteria analysis. This part of the report serves an advisory purpose and is meant to create awareness for the client about the possibilities beyond mitigation measures to reduce flood risks on the site.",,,,https://hbo-kennisbank.nl/details/sharekit_hz:oai:surfsharekit.nl:873eaba2-43c5-453c-91b2-ffbcacfc4142
"Werk van waarde, de sleutel tot ons potentieel",Gevolgd door de presentatie van Erik-Jan Kreuze (Afier): Mensen voor cijfers,,,,https://hbo-kennisbank.nl/details/hanze_pure_rest:bddac30e-8387-42f9-9926-1a5c35326b18
Unintentional water intake during swimming and post-race gastrointestinal illness in triathletes,"This study aimed to investigate the relationship between water intake and post-race gastrointestinal illness in triathletes. Following a post-event survey approach, we evaluated the association between water intake and gastrointestinal illness in triathletes. We collected data among participants of six different triathlons in the Netherlands using an online questionnaire about personal characteristics (age, sex, swimming experience, chronic illness, and athletic level), the completed triathlon (length and duration), water intake, and illnesses during the 7 days following the triathlon.",,,,https://hbo-kennisbank.nl/details/aereshogeschool:oai:www.greeni.nl:VBS:2:153974
Van Lineaire Ontwerpketens naar Circulaire Ontwerpteams,"Dit onderzoek richt zich op de vraag hoe samenwerking in circulaire bouwprojecten tot stand komt in de vroege fasen van het bouwproces en welke rol mkb-bedrijven daarin spelen. Circulair bouwen wijkt fundamenteel af van het traditionele lineaire bouwproces, waarin grondstoffen worden gewonnen, verwerkt en na gebruik als afval eindigen. In een circulair bouwproces worden gebouwen ontworpen als onderdeel van een cyclisch systeem, waarin materialen en componenten meerdere levenscycli kunnen doorlopen. Dit vraagt om andere vormen van samenwerking, nieuwe rollen voor betrokken partijen en andere manieren van organiseren in de initiatie- en ontwerpfase van bouwprojecten.",,,,https://hbo-kennisbank.nl/details/sharekit_windesheim:oai:surfsharekit.nl:8359affc-4358-4032-8c7b-c5b69be6addb
Groene wiggen brengen koelte in de stad,Groene wiggen verbinden stad en land voor mens en natuur. Ze zijn klimaatbuffer en versterken de biodiversiteit en de leefbaarheid. Sommige steden hebben zich van oudsher als wigstad ontwikkeld. Sneek laat echter zien dat het nooit te laat is om over een wigstructuur na te gaan denken.,,,,https://hbo-kennisbank.nl/details/samhao:oai:www.greeni.nl:VBS:2:153990
"School Diversity Perspectives and Classmate Diversity Climate: Understanding High School Students' School Belonging, Well-Being, and Intercultural Contact","This study examined how school diversity perspectives (multiculturalism, critical consciousness, color-evasion) may enhance student outcomes (school belonging, well-being, intercultural contact) and whether a strong diversity climate among classmates (openness and appreciation of diversity) may moderate this link. We surveyed N = 280 high school students (Mage = 15.95; 47.5% female; 1.8% nonbinary) in the Netherlands. We performed multigroup structural equation modeling, comparing cultural minority (n = 81) and majority (n = 203) students, and multilevel analysis to separate individual-level from classroom-level effects. A strong diversity climate among classmates and color-evasion in school (not multiculturalism and critical consciousness) were robustly, positively related to belonging and well-being (minority and majority students) and intercultural contact (minority students). For all students, a strong diversity climate among classmates amplified the relation between color-evasion with student outcomes. Findings highlight the need to distinguish school-level policies from classroom-level practices in addressing educational inequities between minority and majority students.",,,,https://hbo-kennisbank.nl/details/amsterdam_pure:oai:pure.hva.nl:publications%2F7f6caef9-87da-4233-a34f-2cf5362de1b6
Creatief mislukken: er gaat wel eens iets mis [the Journal Club],Over Creatief Mislukken: Hoe creëren we een leeromgeving waarin kinderenrisico’s durven nemen en zichzelf durven zijn — ook als iets niet lukt? Studies naar creatief mislukken en publicaties daarover hebben geleid tot het boek van Dr.Ineke Haakma.,,,,https://hbo-kennisbank.nl/details/hanze_pure_rest:812f1941-4a70-429b-ad44-a7db09753cc8
Empowering aspiring middle leaders with systems thinking: using causal loop diagrams and change models to foster collaborative professional development,"In many schools teaching learners is conducted in isolation, and often, so is teachers’ learning. Isolation hinders shared practices; it creates a key challenge for those in middle leadership roles who must foster collaborative professional development. This study examines how a system perspective empowers aspiring middle leaders to develop their capacity for teacher leadership – leading instructional improvement through expertise and collaboration rather than formal authority. Participants (n = 10), all experienced teachers in a Dutch master’s programme preparing them for middle leadership positions, engaged with two tools: causal loop diagrams (CLDs) to map systemic interactions, and the ‘Colours of Change’ model to strategize interventions. Findings indicate that adopting a system perspective enhanced participants’ diagnostic capability, strategic thinking, and confidence as change agents. This study positions systems thinking tools as practical means to develop the teacher leadership capacities essential for middle leaders to navigate complex educational environments and drive sustainable improvement.",,,,https://hbo-kennisbank.nl/details/amsterdam_pure:oai:pure.hva.nl:publications%2F05688410-7639-4bf0-aab6-bea96d8538d0
Koppeling BENG-1 in BIM,"Het verzamelen van invoergegevens voor energieprestatieberekeningen gebeurt in de bouwpraktijk vaak handmatig op basis van 2D-tekeningen. Dit proces is tijdrovend en sluit niet aan bij de mogelijkheden van Bouw Informatie Modellen (BIM). In dit onderzoek, uitgevoerd bij advies en ingenieursbureau LBP|SIGHT, stond de vraag centraal hoe het thermisch prestatie-eisenmodel in Revit kan worden uitgebreid met BENG-1-gegevens, zodat uittreklijsten gegenereerd kunnen worden, bruikbaar voor de energieprestatieberekening, en de huidige clashfunctionaliteit behouden blijft.De aanpak combineerde literatuurstudie en praktijkonderzoek. Op basis van NTA 8800:2024, ISSO 82.1 en de software Uniec3 zijn de benodigde gegevens vastgesteld. Vervolgens is een casestudy uitgevoerd op woongebouw G5 van het project Buitenstad in Hoorn, waarbij een energetisch model in Revit is opgebouwd en geëxporteerd naar uittreklijsten en IFC-bestand. De resultaten tonen aan dat de vereiste BENG-1-gegevens volledig in het model kunnen worden vastgelegd. De uittreklijsten sluiten aan op de invoervelden van Uniec3 en de geometrische overlap met het bouwkundig model maakt clashen mogelijk.De conclusie is dat de uitbreiding van het thermisch prestatie-eisenmodel wordt gerealiseerd door het opbouwen van een nieuw energetisch model. Hierbij vormt Mass-families de basis, worden bouwdelen gegenereerd met de Model by Face en zijn de benodigde gegevens gekoppeld via shared parameters. In Revit worden op basis hiervan de uittreklijsten gegenereerd die aansluiten op de invoervelden van Uniec3. Voor toepassing in externe software wordt het model geëxporteerd naar IFC, waarbij een user defined property set ervoor zorgt dat de parameters behouden blijven. Het clashen vindt in externe software plaats op basis van de geometrische overlap met het bouwkundig aspectmodel. Vervolgonderzoek kan zich richten op het verder onderzoeken en automatiseren van deze processen.",,,,https://hbo-kennisbank.nl/details/sharekit_han:oai:surfsharekit.nl:f94c7782-dc48-47bf-a916-a4f81d637159
Integrating nature into asset management,"Hard coastal defences along the Dutch–Belgian North Sea coast are nearing the end of their design life and carry significant ecological costs. Salt marsh Nature-Based Solutions (NbS) provide a self-sustaining alternative. However, existing asset-management (AM) standards continue to view them as ""nice-to-have"" side benefits rather than formal infrastructure components. This thesis examines how living salt marsh systems can be integrated into existing AM frameworks and assessed alongside traditional grey infrastructure.Focusing on the Western Scheldt Zwin pilot, the research develops six performance indicators. These indicators are assessed using satellite imagery and long-term monitoring data (2016–2025) from the MANABAS coast partners. Then, three AM tools are used to assess the salt marsh. First, the risk scoring table identifies the main failure modes specific to the KPI and gives them a score of impact based on the threshold. Then, a risk matrix links each KPI to a risk class by combining the impact (from negligible to catastrophic) with the estimated time to failure (from more than 100 years to less than 1 year), assigning each case a color-coded criticality level. The same criticality score is then used for the RAMSHEEP framework, allowing managers to identify which impact categories are most at risk at each timeframe examined. And finally, an FMECA provides an overview of the most critical failure modes for streamlined prioritization of maintenance.The research asserts that salt marshes can indeed be managed as dynamic assets if KPI monitoring, risk scoring, and maintenance interventions are aligned with ISO 55000 principles. This demonstrates how existing AM tools can be adapted to NbS while also highlighting critical gaps, particularly in cross-border monitoring and risk assessment, that must be resolved to enable broader integration of NbS into traditional AM systems.",,,,https://hbo-kennisbank.nl/details/sharekit_hz:oai:surfsharekit.nl:63945d80-8775-4461-91b4-6fa480e0bd56
Kosten van kansen op kennis,"Het studerende leven is duurder geworden, en dat werkt door in verschillende levenssferen. Zo is het inmiddels normaal om een (bij)baan te hebben naast de studie. Vier op de vijf studenten van de Hogeschool van Amsterdam werken gemiddeld twee dagen per week naast hun studie (Voogt et al., 2024). Daarnaast zijn studenten financieel afhankelijker geworden van hun ouders (Groen & Houtsma, 2021).  Velenblijven langer thuis wonen, wat past in een bredere trend van ‘uitgesteld leven’, waarbij jongeren de nodige stappen naar volledige deelname aan de samenleving later zetten dan voorheen (SER, 2022). Dit artikel is gebaseerd op een onderzoek (Delhaas & Wolff, 2025) waarvoor zij 37 studenten aan Hogeschool Inholland hebben geïnterviewd.",,,,https://hbo-kennisbank.nl/details/sharekit_inholland:oai:surfsharekit.nl:0d4ba75b-5a65-4b11-b38e-9e0141c11619
Towards a Dutch higher education cybersecurity enterprise reference architecture,"This research is based on the problem that for the Dutch higher education there is a lack of comprehensive framework that address the unique challenges faced by these institutions in becoming in control of the cyber risks and increasing the cybersecurity maturity. This problem is addressed by answering the question; what components should Dutch higher education institutions include in an enterprise reference architecture model to combine their knowledge on cybersecurity practices to lower the cyber risks? Overall, the results propose the design of principles, methods, security requirements and most extensive the models as elements for ERA. In which the security requirements can serve as a standardized view on risks translating to the security baseline. The proposed models cover the business layer and consist of three sector-wide models which are cybersecurity policy, cybersecurity capability, cybersecurity reference patterns and three organization specific models which are cybersecurity strategy alignment, risk and compliance and cybersecurity organization.",,,,https://hbo-kennisbank.nl/details/sharekit_hu:oai:surfsharekit.nl:b88bed6b-48ba-4d93-bc29-6aad0751bac5
Placemaking Europe 2025,"Placemaking Week Europe is an annual festival that brings together 700+ placemakers, urbanists, city officials, and community leaders from across Europe and beyond. Placemaking Week Europe is created in the spirit of collaboration and inspiration and it has proven to be a vital platform to share best practices, foster meaningful collaborations across borders, and to experience the host city’s places, and initiatives firsthand. We provide a friendly environment surrounded by brilliant minds.The themesThis year’s festival will explore 4 overarching themes that correlate with these approaches to placemaking, as well as with the host city’s distinct goals. We aim to bring together knowledge and perspectives from around the world to explore:Designing Cities for All – Valuing diversity in urban designHeritage Reimagined - New life for historic centresPlaces of well-being – Mid-sized cities in today’s worldConnected Journeys – Rethinking mobility across scales",,,,https://hbo-kennisbank.nl/details/hanze_pure_rest:2796d416-8a3d-4578-9295-1c8109ad0207
Physical activity is associated with positive patient and clinical outcomes following dysvascular major lower limb amputation,,,,,https://hbo-kennisbank.nl/details/hanzepure:oai:research.hanze.nl:publications%2F5e773523-0ffe-47ff-b12f-217928b40781
De Gouden driehoek,"100 tips van, door en voor docenten en andere onderwijsontwikkelaars hoe je in het onderwijs een betere plek kan geven aan onderzoek en de praktijk. Of het nu gaat om colleges, projecten, losse opdrachten of toetsen, overal is er ruimte om gebruik te maken van alle kennis en ervaring die er is. De voorbeelden en tips en formats zijn in te zetten voor voltijd en deeltijd opleidingen, van de propedeusefase tot de afstudeerfase, voor minoren en voor stages, voor docenten en voor curriculumontwikkelaars. De tips zijn gebaseerd op tientallen gesprekken met betrokken bij het onderwijs, onderzoek en de omgeving, de praktijk. Veel opmerkingen gingen over de uitvoerbaarheid, over goede bereidwilligheid van iedereen, over goede voornemens, maar ook over de weerbarstige realiteit. Soms loopt iets mis om praktische reden, zoals roosters. Soms op gebrek aan kennis over elkaars werk. Bij de tips in dit werkboek houden we daar zoveel mogelijk rekening mee. Soms zal je denken, dat weet toch iedereen? Dat blijkt niet zo te zijn, niet iedereen weet alles van elkaars werkwijze en invulling van je vak. We houden ook rekening met de praktijk, die soms overvraagd wordt. Een rode draad in veel gesprekken en voorbeelden is het stadsdocentschap, docenten die werken in living labs. Veel HvA’ers noemen dat een mooi voorbeeld hoe je invulling geeft aan de driehoek onderwijs-onderzoek-omgeving.",,,,https://hbo-kennisbank.nl/details/amsterdam_pure:oai:pure.hva.nl:publications%2F27265d88-47cc-4c72-89c8-e5e9e659812c
