title,abstract,year,full_date,category,publication_type,url
Conceptual Frameworks and Practice Approaches to Supported Education Programmes in Higher Education Institutions: A Scoping Review,"Conceptual Frameworks and Practice Approaches to Supported Education Programmes in Higher Education Institutions: A Scoping ReviewGalvaan, Roshan;Kleintjes, Sharon;Gamieldien, Fadia;Hansen, Anthea;Nhunzvi, Clement;Hofstra, Jacomijn (Rehabilitation);Korevaar, E.L.Bekijk URLConceptual Frameworks and Practice Approaches to Supported Education Programmes in Higher Education Institutions: A Scoping ReviewGalvaan, Roshan;Kleintjes, Sharon;Gamieldien, Fadia;Hansen, Anthea;Nhunzvi, Clement;Hofstra, Jacomijn (Rehabilitation);Korevaar, E.L.Bekijk URLSamenvattingTo explore conceptual frameworks and practice approaches underpinning Supported Education programmes for students with mental health problems in higher education institutions. We followed Arksey and O`Malley`s (2005) Scoping Review Framework and its revised versions. The Preferred Reporting Items for Systematic Reviews and Meta-Analyses extension for Scoping Reviews (PRISMA-ScR) Checklist further guided our report production. The following databases were searched for the period January 1985–October 2024: PubMed; Scopus (including contents of Embase); Ebscohost platform (Databases: Academic Search Premier, APA PsychINFO, APA Psych articles, Africa-Wide Information, CINAHL), ERIC, Health Source: Nursing/Academic Edition, Web of Science, LILACS and Cochrane Library. After removing duplicates, we appraised articles using a screening process. At every stage of the scoping review, at least two independent reviewers undertook the screening and data extraction. The Population, Concept, and Context framework and thematic analysis guided our collation and synthesis of the findings. From 12,780 records, we conducted independent screening, yielding 250 full-text articles, which were reviewed for eligibility. We retained 17 full articles in this scoping review. Definitions and conceptualisations of Supported Education were heterogeneous and lacked uniformity. Supported Education was dominantly framed as programmes informed by psychosocial rehabilitation and personal recovery. Supported Education’s primary goal was consistently articulated as enhancing success in the higher education student role. All Supported Education programmes aim to promote students’ achievement of their educational goals. Principles and concepts of psychosocial rehabilitation underpin the conceptualisation of Supported Education programmes. These programmes are developed in response to contextually defined institutional and individual needs.Toon meerTrefwoordenstudentsmental healthhigher educationstudentenmentale gezondheidhoger onderwijsHealthy AgeingEquality of opportunity and participationOtherPeople and SocietyHealthThemaMens & MaatschappijGezondheidAlgemeenOrganisatieHanzeGepubliceerd inJournal of Psychosocial Rehabilitation and Mental Health SpringerDatum2026-02-16TypeArtikelDOI10.1007/s40737-025-00512-9TaalEngels",2005,,,,https://hbo-kennisbank.nl/details/hanzepure:oai:research.hanze.nl:publications%2F743c33f9-2c3f-4f29-b744-6871d96f2b77
Thuis geven,"Thuis gevenOmgaan met verschil als christelijk pleeggezienGert Vierwind (Lid Lectoraat);Daniëlle van de Koot - Dees (Associate Lector)Bekijk URLMaterialen met beperkte toegang zijn alleen beschikbaar voor bepaalde hogescholen.Open accessThuis gevenOmgaan met verschil als christelijk pleeggezienGert Vierwind (Lid Lectoraat);Daniëlle van de Koot - Dees (Associate Lector)Bekijk URLMaterialen met beperkte toegang zijn alleen beschikbaar voor bepaalde hogescholen.Open accessSamenvattingDit boek onderzoekt hoe christelijke pleegouders een gastvrij thuis bieden aan kinderen en jongeren die vaak een andere levensovertuiging hebben. In Nederland wonen zo’n 20.000 kinderen in een pleeggezin; de helft van de pleegouders is christen. Wat betekent dat voor de zorg, het gezin en het geloof? Dit boek combineert onderzoeksgegevens met praktijkverhalen en theologische reflecties van pleegouders. Het laat zien hoe geloof inspireert tot respectvolle zorg en hoe de Bijbel richting kan geven in het omgaan met verschillen. Een waardevolle bijdrage voor iedereen die betrokken is bij pleegzorg en zoekt naar verbinding tussen geloof en opvoeding.TrefwoordenPleegzorgPleegoudersLevensovertuigingGeloofOpvoedingGezinThemaOpvoeding & OnderwijsOrganisatieChristelijke Hogeschool EdeOpleidingSocial WorkLectoraatPleeg- en GezinshuiszorgDatum2026-03TypeBoekISBN9789463693448TaalNederlands",2014,,,,https://hbo-kennisbank.nl/details/sharekit_che:oai:surfsharekit.nl:48d95d90-7a78-439c-831f-4d818d925d68
StudentLines: student voice and student engagement,"StudentLines: student voice and student engagementKamans, Elanor;Hage, Evelyne;Fokkens-Bruinsma, MarjonDownload BestandMaterialen met beperkte toegang zijn alleen beschikbaar voor bepaalde hogescholen.Open accessStudentLines: student voice and student engagementKamans, Elanor;Hage, Evelyne;Fokkens-Bruinsma, MarjonDownload BestandMaterialen met beperkte toegang zijn alleen beschikbaar voor bepaalde hogescholen.Open accessSamenvattingPresentatie tijdens het Education festival van de Rijksuniversiteit GroningenTrefwoordenActieve ParticipatieActive ParticipationBeroepspraktijk En MaatschappijEducationEducation And TeachingNo Hanze Research Focus Area ApplicableNo Research Focus Areas Research Centre Or Centre Of Expertise ApplicableOnderwijsOpvoeding En OnderwijsProfessional Practice &Amp; SocietyStudent EngagementStudent VoiceStudentbetrokkenheidStudentenStudentsThemaAlgemeenOrganisatieHanzeDatum2026-03-24TypeConferentiebijdrageTaalNederlands",2020,,,,https://hbo-kennisbank.nl/details/hanze_pure_rest:0ff39ca6-d833-498b-8912-af1d90493643
Validation of a mobile application for early detection of inadequate protein intake following oncologic surgery,"Validation of a mobile application for early detection of inadequate protein intake following oncologic surgeryKruizenga, Hinke M.;Korbee, Iris;van Westerhuis, Charlotte (Lectoraat Fysiotherapie -Bewegen Naar Preventieve Zorg);van der Schaaf, Marike;van der Leeden, Marike;de Leeuwerk, Marijke E.Download BestandMaterialen met beperkte toegang zijn alleen beschikbaar voor bepaalde hogescholen.Open accessValidation of a mobile application for early detection of inadequate protein intake following oncologic surgeryKruizenga, Hinke M.;Korbee, Iris;van Westerhuis, Charlotte (Lectoraat Fysiotherapie -Bewegen Naar Preventieve Zorg);van der Schaaf, Marike;van der Leeden, Marike;de Leeuwerk, Marijke E.Download BestandMaterialen met beperkte toegang zijn alleen beschikbaar voor bepaalde hogescholen.Open accessSamenvattingBackground & aim Adequate protein intake is essential during recovery from illness to prevent complications such as malnutrition, sarcopenia, and delayed wound healing. Mobile applications may support self-monitoring and early detection of inadequate intake. This study evaluated the concurrent validity of the eiFIT app, a simplified self-monitoring tool based on the Rate-a-Plate method, by comparing its protein intake estimates with a 24-h dietary recall and by assessing its ability to detect inadequate protein intake. Methods This cross-sectional study used data from the Optimal Physical Recovery After Hospitalization (OPRAH) randomized controlled trial, involving patients undergoing major oncologic gastrointestinal and pulmonary surgery. Daily protein intake recorded by the patient with the eiFIT app was compared to a 24-h dietary recall conducted by a dietitian on the same day. Protein intake was categorized as very low (<50 %), low (50–75 %), adequate (75–125 %), or high (>125 %) relative to individual protein requirements. Sensitivity, specificity, and predictive values were calculated for the app in detecting inadequate intake (<75 %). Results In total, 62 patients (mean age 62 ± 11 years; 52 % male) contributed 245 paired days of intake data. The eiFIT app showed a sensitivity of 72 % and specificity of 83 % in identifying inadequate protein intake, with an overall accuracy of 78 %. Misclassification appeared to occur more frequently among overweight or obese individuals and males with higher protein requirements. Conclusions The eiFIT app demonstrates moderate validity in identifying inadequate protein intake among surgical oncology patients and may support early nutritional screening and self-monitoring. Its ease of use makes it suitable for daily application, though refinements in portion estimation and data input may improve accuracy. Further validation in broader clinical populations is warranted.Toon meerThemaAlgemeenOrganisatieHogeschool van AmsterdamGepubliceerd inClinical Nutrition ESPEN Elsevier Ltd., Vol. 72Datum2026-04TypeArtikelDOI10.1016/j.clnesp.2025.11.136TaalEngels",2025,,,,https://hbo-kennisbank.nl/details/amsterdam_pure:oai:pure.hva.nl:publications%2F500190a1-850f-40d1-9977-6c5cc9237f7f
Van Lineaire Ontwerpketens naar Circulaire Ontwerpteams,"Van Lineaire Ontwerpketens naar Circulaire OntwerpteamsOnderzoeksresultaten van vier cases: Circulair Paviljoen Hessenpoort, Appartementencomplex de Veemarkt, Biohub de Tippe en Behandelhuis De DriesDirk Vroegindeweij (Lid Lectoraat);Rik Berbé (Lid Lectoraat);Melanie de Vries (Lid Lectoraat);Marcus Popkema (Associate Lector);Joost van der Weide (Lector);Liesbeth Rijsdijk (Lector)Download BestandMaterialen met beperkte toegang zijn alleen beschikbaar voor bepaalde hogescholen.Open accessVoor meer informatie over de verschillende gebruiksrechten, klik op het bijbehorende icoon/link.Rechten:CC-BYVan Lineaire Ontwerpketens naar Circulaire OntwerpteamsOnderzoeksresultaten van vier cases: Circulair Paviljoen Hessenpoort, Appartementencomplex de Veemarkt, Biohub de Tippe en Behandelhuis De DriesDirk Vroegindeweij (Lid Lectoraat);Rik Berbé (Lid Lectoraat);Melanie de Vries (Lid Lectoraat);Marcus Popkema (Associate Lector);Joost van der Weide (Lector);Liesbeth Rijsdijk (Lector)Download BestandMaterialen met beperkte toegang zijn alleen beschikbaar voor bepaalde hogescholen.Open accessVoor meer informatie over de verschillende gebruiksrechten, klik op het bijbehorende icoon/link.Rechten:CC-BYSamenvattingDit onderzoek richt zich op de vraag hoe samenwerking in circulaire bouwprojecten tot stand komt in de vroege fasen van het bouwproces en welke rol mkb-bedrijven daarin spelen. Circulair bouwen wijkt fundamenteel af van het traditionele lineaire bouwproces, waarin grondstoffen worden gewonnen, verwerkt en na gebruik als afval eindigen. In een circulair bouwproces worden gebouwen ontworpen als onderdeel van een cyclisch systeem, waarin materialen en componenten meerdere levenscycli kunnen doorlopen. Dit vraagt om andere vormen van samenwerking, nieuwe rollen voor betrokken partijen en andere manieren van organiseren in de initiatie- en ontwerpfase van bouwprojecten.Trefwoordencirculair bouwensamenwerkingbouwprojectenontwerpketensontwerpteamscirculairbouwenmkbThemaBouw & LogistiekOrganisatieHogeschool WindesheimAfdelingDomein Business, Media en RechtLectoraatNetwerken in een Circulaire EconomieDatum2026-04-20TypeRapportTaalNederlands",2014,,,,https://hbo-kennisbank.nl/details/sharekit_windesheim:oai:surfsharekit.nl:8359affc-4358-4032-8c7b-c5b69be6addb
"Boksen voor mentaal welzijn: Challenge, Change, Confidence","Boksen voor mentaal welzijn: Challenge, Change, ConfidenceDorine van Namen (Onderzoeker);Willemijn Langkamp (Lid Lectoraat)Bekijk Bestand/URLBoksen voor mentaal welzijn: Challenge, Change, ConfidenceDorine van Namen (Onderzoeker);Willemijn Langkamp (Lid Lectoraat)Bekijk Bestand/URLSamenvattingJongeren met ouders met psychische of verslavingsproblemen ervaren vaak stress, onvoorspelbaarheid van gedrag en soms agressie of verwaarlozing. Om hen te helpen, ontwikkelden onderzoekers samen met jongeren, bokstrainers en ggz-preventiewerkers het boksprogramma ‘Challenge, Change, Confidence’. Het programma werd als pilot uitgevoerd in Rotterdam, Amsterdam en Haarlem. Wat leverde dit op?Trefwoordenmentaal welbevindengezondheidsbevorderingKOPP/KOVBokstherapieThemaMens & MaatschappijGezondheidOrganisatieHogeschool InhollandAfdelingDomein Gezondheid, Sport en WelzijnLectoraatKracht van SportGepubliceerd inallesoversport.nl Kenniscentrum Sport & Bewegen, UtrechtDatum2026-11-05TypeArtikelTaalNederlands",2024,,,,https://hbo-kennisbank.nl/details/sharekit_inholland:oai:surfsharekit.nl:5407a5d1-8d87-45ca-a900-8fca81b27abd
Energetic opportunities from Agricultural waste,,2022,,,,https://hbo-kennisbank.nl/details/hanze_pure_rest:80187437-49b8-4fe6-b099-29896af5ea3c
Bringing up the end of life and euthanasia,"Bringing up the end of life and euthanasiaA mixed method study on consultations with people with dementia and their families in the hospital settingScheeres-Feitsma, Trijntje (Family Care);Schaafsma, Petruschka;van Kempen, Janneke;van der Steen, Jenny TDownload BestandMaterialen met beperkte toegang zijn alleen beschikbaar voor bepaalde hogescholen.Open accessBringing up the end of life and euthanasiaA mixed method study on consultations with people with dementia and their families in the hospital settingScheeres-Feitsma, Trijntje (Family Care);Schaafsma, Petruschka;van Kempen, Janneke;van der Steen, Jenny TDownload BestandMaterialen met beperkte toegang zijn alleen beschikbaar voor bepaalde hogescholen.Open accessSamenvattingBackground: Discussing end-of-life care with people with dementia and their family soon after diagnosis is a crucial aspect of professional care. Research in the hospital setting is scarce. Aim: To investigate how often end-of-life issues and euthanasia are discussed during hospital consultations with people with dementia; identify who initiates these conversations; explore physicians’ perceptions of their own role in these conversations compared to actual practice and physicians’ views on the family’s involvement. Design: Convergent mixed-method study. Setting/participant: 11 Dutch hospitals involving 31 physicians. Results: End-of-life topics were discussed in 36% of consultations (in regional hospitals, 53%; in academic settings, 27%), and predominantly during diagnostic consultations (54%). Euthanasia was discussed in 21%, often initiated by the patient (60%) or the family (31%). Family members were present in 96% of consultations. We identified 3 themes. (1) Struggle to initiate end-of-life conversations. Physicians acknowledged the importance of timely end-of-life discussions, but struggled to initiate those discussions. Introducing euthanasia is considered undesirable. (2) Appreciation and concern about family input. Physicians’ experiences of family involvement were positive in both end-of-life and euthanasia conversations, yet the latter also raised concerns. (3) Moral concerns regarding euthanasia for dementia. Physicians emphasized the importance of raising patient awareness about other end-of-life options. Conclusions and relevance: End-of-life conversations with patients with dementia are not standard practice in the hospital setting. The availability of euthanasia can narrow patients’ perspective on other end-of-life options. This hinders physicians from initiating end-of-life conversations and possibly end-of-life decision making and care.Toon meerTrefwoordendementielevenseindeethiekeuthanasiegemengde-methodenonderzoekpalliatieve zorgdementiaend-of-lifeethicseuthanasiamixed methods studypalliative careHealthy AgeingFrailty and adequate careHealthPeople and SocietyPhilosophy and ReligionOtherThemaFilosofie & ReligieMens & MaatschappijGezondheidAlgemeenOrganisatieHanzeGepubliceerd inPalliative Medicine SageDatum2026-02-14TypeArtikelDOI10.1177/02692163261416275TaalEngels",2025,,,,https://hbo-kennisbank.nl/details/hanzepure:oai:research.hanze.nl:publications%2F60e552e4-1ad8-40fb-a9b4-a83701e114cd
Vergrijzing en de vraag naar het goede (samen)leven,"Vergrijzing en de vraag naar het goede (samen)levenGeert Jan Spijker (Onderzoeker);Ria den Hertog (Onderzoeker);Robert van Putten (Lector)Bekijk Bestand/URLVergrijzing en de vraag naar het goede (samen)levenGeert Jan Spijker (Onderzoeker);Ria den Hertog (Onderzoeker);Robert van Putten (Lector)Bekijk Bestand/URLSamenvattingEen groot thema op het snijvlak van volksgezondheid en samenleving is de toenemende vergrijzing. De komende vijftien jaar neemt het aantal ouderen in verhouding fors toe, terwijl het zorgbudget en de beschikbare hulp van professionals en mantelzorgers onder druk staat. Naast praktische uitdagingen brengt dat ook fundamentele vragen mee over het goede leven van ouderen en het goed samenleven met ouderen. Dit artikel laat zien waar het schuurt en geeft aan het slot enkele bouwstenen voor een denkrichting vanuit de christelijke traditie.TrefwoordenVergrijzingGoed (samen)levenOuderenThemaFilosofie & ReligieMens & MaatschappijOrganisatieChristelijke Hogeschool EdeLectoraatInformele NetwerkenBezieling en ProfessionaliteitLeefstijl en GezondheidsbevorderingGepubliceerd inSophie, Tijdschrift voor Christelijke Filosofie Stichting voor christelijke filosofie, Vol. 2026, Uitgave: 1, Pagina's: 20-26Datum2026-03TypeArtikelTaalNederlands",2026,,,,https://hbo-kennisbank.nl/details/sharekit_che:oai:surfsharekit.nl:5ea2ce85-2cfc-4634-8822-acb7f8a9d9c8
Informatiebehoeften van transmannen over de logopedische behandeling bij genderdysfonie,"Informatiebehoeften van transmannen over de logopedische behandeling bij genderdysfonieEen kwalitatief onderzoek naar ervaringen en behoeften van transmannenJosine Camminga (Student)Download BestandMaterialen met beperkte toegang zijn alleen beschikbaar voor bepaalde hogescholen.Open accessVoor meer informatie over de verschillende gebruiksrechten, klik op het bijbehorende icoon/link.Rechten:CC-BY-NCInformatiebehoeften van transmannen over de logopedische behandeling bij genderdysfonieEen kwalitatief onderzoek naar ervaringen en behoeften van transmannenJosine Camminga (Student)Download BestandMaterialen met beperkte toegang zijn alleen beschikbaar voor bepaalde hogescholen.Open accessVoor meer informatie over de verschillende gebruiksrechten, klik op het bijbehorende icoon/link.Rechten:CC-BY-NCSamenvattingInleiding: Transmannen zijn onderbelicht in de wetenschappelijke literatuur, die zich voornamelijk richt op transvrouwen. Dit onderzoek richt zich op de ervaringen en behoeften van transmannen met betrekking tot de informatievoorziening over de logopedische behandeling bij genderdysfonie. Het onderzoek heeft als doel om de zichtbaarheid van de logopedische zorg binnen deze doelgroep te vergroten. Ook draagt het bij aan de profilering van het beroep logopedie, specifiek op dit relatief nieuwe vakgebied voor de logopedist.Methode: Dit kwalitatieve onderzoek is uitgevoerd aan de hand van semigestructureerde interviews. De interviews zijn afgenomen via Microsoft Teams en hadden een duur van 30 tot 60 minuten. De interviews waren gericht op het verzamelen van de ervaringen, behoeften, wensen en suggesties van transmannen. De participanten zijn geworven via een combinatie van een sneeuwbalsteekproef en een gelegenheidssteekproef. De interviews zijn getranscribeerd en daarna geanalyseerd met Word en Excel.Resultaten: Er deden vier transmannen mee aan dit onderzoek. De transmannen beschouwen de stem (in het bijzonder de toonhoogte) als kenmerkend voor hun genderidentiteit. Ze geven aan niet bekend te zijn met de logopedische behandeling bij genderdysfonie. Ze hebben niet actief informatie vergaard. Één transman is wel bekend met de logopedische behandeling en heeft op internet informatie vergaard. Hij ervaart de informatie onvolledig om een duidelijk beeld te kunnen vormen over de meerwaarde van logopedie bij genderdysfonie. De transmannen vinden de informatievoorziening onvoldoende. Ze hebben behoefte aan proactieve voorlichting van de psycholoog over de mogelijkheid van logopedie bij genderdysfonie. Ook hebben ze behoefte aan informatie over de inhoud, opbouw en de verwachte opbrengst van het logopedisch behandeltraject bij genderdysfonie. De transmannen hebben gevarieerde suggesties aangedragen voor het verbeteren van de informatievoorziening.Discussie: Uit dit onderzoek kan voorzichtig worden geconcludeerd dat de logopedische behandeling bij genderdysfonie momenteel onvoldoende zichtbaar is voor transmannen. Dit beïnvloedt hun informatiebehoefte  en draagt mogelijk bij aan onderbehandeling. Gezien de opzet en reikwijdte van dit onderzoek kunnen de resultaten niet worden gegeneraliseerd naar de gehele populatie transmannen. Zowel de NVLF als logopedisten wordt aanbevolen in hun informatievoorziening expliciet aandacht te besteden aan de inhoud, opbouw en opbrengst van het logopedisch behandeltraject. Vervolgonderzoek bij transmannen die actief informatie hebben vergaard over de logopedische behandeling bij genderdysfonie kan aanvullend inzicht bieden.Toon meerTrefwoordentransmannenlogopedische behandeling genderdysfonieinformatiebehoeftentrans menvoice therapy for gender dysphoriainformation needsThemaGezondheidOrganisatieHanzeOpleidingLogopedieAfdelingCluster Gezondheid, Zorg & VitaliteitDatum2026-04-23TypeBachelorTaalNederlands",2018,,,,https://hbo-kennisbank.nl/details/sharekit_hhs:oai:surfsharekit.nl:001d4977-17c8-4183-b926-a7b84378b66f
Werk van Waarde,"Werk van WaardeEdzes, Arjen;van Es, EelcoDownload BestandMaterialen met beperkte toegang zijn alleen beschikbaar voor bepaalde hogescholen.Open accessWerk van WaardeEdzes, Arjen;van Es, EelcoDownload BestandMaterialen met beperkte toegang zijn alleen beschikbaar voor bepaalde hogescholen.Open accessSamenvattingDe sleutel tot ons potentieelTrefwoordenAi And WorkAi En WerkBeroepspraktijk En MaatschappijDrenthe (Province)Drenthe (Provincie)Economics And ManagementEconomie En ManagementEntrepreneurshipGezondheidHealthHuman CapitalLeven Lang OntwikkelenLife Long DevelopmentMens En MaatschappijOndernemerschapPeople And SocietyProfessional Practice &Amp; SocietyRegional Labour MarketRegionale ArbeidsmarktSdg 08 - Decent Work And Economic GrowthSdg 08 – Fatsoenlijk Werk En Economische GroeiSdg 10 - Reduced InequalitiesSdg 10 – Minder OngelijkheidSkillsThemaAlgemeenOrganisatieHanzeDatum2026-02-19TypeConferentiebijdrageTaalNederlands",2025,,,,https://hbo-kennisbank.nl/details/hanze_pure_rest:9cec9823-292e-4ba5-869b-042e32c7a68e
Ervaringskennis als kennisbron je vakmanschap vergroten,"Ervaringskennis als kennisbron je vakmanschap vergrotenvoor de professionalLieke Helmes;Quinta Ansem;Petra Josso Loureiro (Onderzoeker)Download BestandMaterialen met beperkte toegang zijn alleen beschikbaar voor bepaalde hogescholen.Open accessVoor meer informatie over de verschillende gebruiksrechten, klik op het bijbehorende icoon/link.Rechten:CC-BYErvaringskennis als kennisbron je vakmanschap vergrotenvoor de professionalLieke Helmes;Quinta Ansem;Petra Josso Loureiro (Onderzoeker)Download BestandMaterialen met beperkte toegang zijn alleen beschikbaar voor bepaalde hogescholen.Open accessVoor meer informatie over de verschillende gebruiksrechten, klik op het bijbehorende icoon/link.Rechten:CC-BYSamenvattingWerken vanuit de menselijke maat in je dagelijkse praktijk, hoe doe je dat? Dit model maakt je bewust hoe ervaringskennis naast praktijk- en wetenschappelijke kennis kan functioneren als evenwaardige kennisbron in je dagelijkse praktijk. Welke rode draad zie en hoor jij in de verschillende ervaringskennisbronnen? En wat zegt dit over mogelijke systeemverbeteringen of uitsluitmechanismen? Start vanuit de ervaringskennisbron óf de dagelijkse praktijk van de professional. De stappen zijn hetzelfde, alleen de volgorde verschilt.TrefwoordenervaringskenniservaringsdeskundigeklantmanagerarmoedeparticipatiewetdienstverleningThemaMens & MaatschappijGezondheidOrganisatieHogeschool WindesheimAfdelingDomein Windesheim in AlmereLectoraatKlantenperspectief in ondersteuning en zorgDatum2026-03-24TypeAndersoortig materiaalTaalNederlands",2026,,,,https://hbo-kennisbank.nl/details/sharekit_windesheim:oai:surfsharekit.nl:4102d2e0-1008-4c1e-a3dc-b872e36e1361
Column: Zonnepanelen maken een distributiecentrum nog niet duurzaam,"Column: Zonnepanelen maken een distributiecentrum nog niet duurzaamPloos van Amstel, Walther (Faculteit Techniek (Ft))Bekijk Bestand/URLColumn: Zonnepanelen maken een distributiecentrum nog niet duurzaamPloos van Amstel, Walther (Faculteit Techniek (Ft))Bekijk Bestand/URLSamenvattingDat steeds meer distributiecentra worden uitgerust met zonnepanelen is een goede ontwikkeling, maar het maakt de keten nog niet duurzaam. De cruciale vraag is: welke rol vervult het distributiecentrum in de toekomstige foodketen? En welke energie, ruimte, data en arbeidskrachten zijn daarvoor nodig?ThemaAlgemeenOrganisatieHogeschool van AmsterdamDatum2026-02-16TypeAndersoortig materiaalTaalNederlands",2017,,,,https://hbo-kennisbank.nl/details/amsterdam_pure:oai:pure.hva.nl:publications%2F1eed4367-76b0-4a8d-885e-bfced5e32601
Occupational Therapy at Home E-Rehabilitation (OTHER),"Occupational Therapy at Home E-Rehabilitation (OTHER)a feasibility study of post-stroke intervention for transition to homePellegrom, Sanne;Satink, Ton (Faculteit Gezondheid);van Hartingsveldt, Margo (Faculteit Gezondheid);Graff, Maud;Buurman, Bianca;Pol, Margriet (Faculteit Gezondheid)Download BestandMaterialen met beperkte toegang zijn alleen beschikbaar voor bepaalde hogescholen.Open accessOccupational Therapy at Home E-Rehabilitation (OTHER)a feasibility study of post-stroke intervention for transition to homePellegrom, Sanne;Satink, Ton (Faculteit Gezondheid);van Hartingsveldt, Margo (Faculteit Gezondheid);Graff, Maud;Buurman, Bianca;Pol, Margriet (Faculteit Gezondheid)Download BestandMaterialen met beperkte toegang zijn alleen beschikbaar voor bepaalde hogescholen.Open accessSamenvattingPURPOSE: To evaluate the feasibility of the Occupational Therapy at Home E-Rehabilitation (OTHER) intervention for persons post-stroke (age > 55) transitioning to home. METHODS: A mixed-methods feasibility study was conducted. Qualitative data included semi-structured interviews with persons post-stroke ( n  = 8) and informal caregivers ( n  = 4), a focus group with occupational therapists (OTs) ( n  = 4), and logbooks. Inductive thematic analysis explored the experiences of persons post-stroke and OTs, while feasibility was assessed deductively using Bowen's areas of feasibility. Quantitative data were the Canadian Occupational Performance Measure (COPM), Self-Management Ability Scale (SMAS-30), and the Montreal Cognitive Assessment to assess differences between baseline and 3 months. RESULTS: Eight persons post-stroke received OTHER. Inductive thematic analysis resulted in three themes from the perspectives of persons post-stroke and OTs: activity monitoring was appreciated; doing and talking were real supports; and the intervention was inspiring and challenging. Feasibility was acceptable based on Bowen's areas. A pre-post intervention change was observed on the COPM: 1 on performance and 1.5 on satisfaction, and for SMAS-30, a positive change of 4.67 was observed. CONCLUSION: The OTHER intervention and research protocol are feasible for home-based rehabilitation, and a larger trial is recommended.Toon meerThemaAlgemeenOrganisatieHogeschool van AmsterdamGepubliceerd inDisability and Rehabilitation Informa HealthcareDatum2026-04-01TypeArtikelDOI10.1080/09638288.2026.2643929TaalEngels",2026,,,,https://hbo-kennisbank.nl/details/amsterdam_pure:oai:pure.hva.nl:publications%2Fb1a57396-6911-4888-9ad8-3287035b6479
A Scoping Review of the Well-Being of Students across the Primary-Secondary School Transition,"A Scoping Review of the Well-Being of Students across the Primary-Secondary School Transitionvan der Zwet, Sanne;Bochane, Margot (Youth, Education And Society);Steenbeek, Henderien (Youth, Education And Society);Minnaert, Alexander;Luinge, Margreet (Youth, Education And Society)Download BestandMaterialen met beperkte toegang zijn alleen beschikbaar voor bepaalde hogescholen.Open accessA Scoping Review of the Well-Being of Students across the Primary-Secondary School Transitionvan der Zwet, Sanne;Bochane, Margot (Youth, Education And Society);Steenbeek, Henderien (Youth, Education And Society);Minnaert, Alexander;Luinge, Margreet (Youth, Education And Society)Download BestandMaterialen met beperkte toegang zijn alleen beschikbaar voor bepaalde hogescholen.Open accessSamenvattingThe primary to secondary school transition is a vulnerable period in a student’s life, in which students are at risk for experiencing lower levels of well-being. A scoping review was performed following the PRISMA-ScR guidelines to investigate what components play a role in the relationship between the transition from primary to secondary school and well-being. Data from N=46 studies were extracted and analysed. Results were categorised into five domains (student, parents, peers, teachers, and school) and three phases (pre, during, and post transition). In line with Bronfenbrenner’s socio-ecological theory, results show an interaction between a multitude of components. These findings highlight the complexity of the school transition experience. It emphasizes that while personal coping strategies are essential, the quality of support and relationships with peers, teachers, and parents has a profound impact on students' emotional and academic outcomes. By understanding these components, educators and policymakers can better support students during these critical periods.Toon meerTrefwoordenprimair onderwijsvoortgezet onderwijswelzijnschooltransitiesprimary educationsecondary educationwell-beingschool transitionsHealthy AgeingEquality of opportunity and participationSDG 04 - Quality EducationOtherEducation and TeachingHealthPeople and SocietyThemaOpvoeding & OnderwijsMens & MaatschappijGezondheidAlgemeenOrganisatieHanzeGepubliceerd inDiscover psychologyDatum2026-03-29TypeAndersoortig materiaalTaalEngels",2024,,,,https://hbo-kennisbank.nl/details/hanzepure:oai:research.hanze.nl:publications%2Faf6a6405-8eae-486a-9995-efbde35aba06
