title,abstract,year,full_date,category,publication_type,url
Agrogeology's Terrestrial Orders,"Agrogeology's Terrestrial OrdersThe Geobiopolitics of Soil Mapping in the Dutch East Indies in the Early Twentieth CenturyMeijer, Maarten (Communication, Behaviour & Sustainable Society)Bekijk URLAgrogeology's Terrestrial OrdersThe Geobiopolitics of Soil Mapping in the Dutch East Indies in the Early Twentieth CenturyMeijer, Maarten (Communication, Behaviour & Sustainable Society)Bekijk URLSamenvattingThis article focusses on the rise of agrogeological soil science in the early 20th century, especially in a Dutch-imperial context, as generating a novel geobiopolitical epistemology for the governance of natural and social worlds. Specifically, this article seeks to understand the consequences of agrogeologists’ reconstitution of the nature, values, functions, and uses of soils—conceptualized as soils’ resourcefulness—as well as the fragility and liminality of soils. Highlighting agrogeology’s geobiopolitical dimensions, this article sheds light on the salience of soil science in international environmental governance, agricultural development, and geopolitical thought within and beyond the Dutch empire. By redefining soils as natural bodies, differentiated in soil types distributed across geographies, agrogeologists connected soils to modern state authority using the epistemological and governing technology of the soil map. Moreover, this agrogeological redefinition of soils interacted with soil erosion concerns sweeping across the planet in the early 20th century, including in the Dutch East-Indies, by highlighting the temporal disjuncture between the geological timescales of soil formation and the rapidity of anthropogenic soil destruction. Thus, agrogeological science contributed to the formation of a planetary imaginary based on Malthusian fears over the Earth’s shrinking carrying capacity, framed in terms of modern societies’ war on nature. Finally, this article interrogates the geobiopolitics residing in the concrete use of agrogeological soil mapping for governmental practice and imagination. Discussing agrogeologist’s role in the transmigration of Javanese farmers within the Dutch empire between 1905–1942, this article illuminates soil science’s role in governing both colonial populations and geographies.Toon meerTrefwoordenBodemkarteringKoloniaal BestuurTransmigratieBodemerosieAgrogeologieGeobiopolitiekAgrogeologySoil-mappingGeobiopoliticsTransmigrationSoil-erosionColonial-governanceEnergyLocal and regional energy strategiesSustainabilityLiveabilitySDG 02 - Zero HungerSDG 16 - Peace, Justice and Strong InstitutionsSDG 11 - Sustainable Cities and CommunitiesSDG 15 - Life on LandNature and AgricultureSpatial Planning and PolicyPeople and SocietyICT and MediaThemaICT & MediaMens & MaatschappijRuimtelijke ordening & planningNatuur & LandbouwOrganisatieHanzeGepubliceerd inGlobal Studies Quarterly Oxford University Press, Vol. 6, Uitgave: 2, Pagina's: 01-12Datum2026-03-26TypeArtikelDOI10.1093/isagsq/ksag032TaalEngels",1905,,,,https://hbo-kennisbank.nl/details/hanzepure:oai:research.hanze.nl:publications%2Faa9c996d-a676-443d-8444-5e26a2bcc8ad
Legal Aspects of a Hydrogen Hub,"Legal Aspects of a Hydrogen HubRelated to the development of a hydrogen hub in Delfzijl (the Netherlands)Gazendam, Joris (Juridische En Economische Vraagstukken Binnen De Energietransitie);Tempelman, Daisy G. (Juridische Vraagstukken Binnen De Energietransitie)Download BestandMaterialen met beperkte toegang zijn alleen beschikbaar voor bepaalde hogescholen.Open accessLegal Aspects of a Hydrogen HubRelated to the development of a hydrogen hub in Delfzijl (the Netherlands)Gazendam, Joris (Juridische En Economische Vraagstukken Binnen De Energietransitie);Tempelman, Daisy G. (Juridische Vraagstukken Binnen De Energietransitie)Download BestandMaterialen met beperkte toegang zijn alleen beschikbaar voor bepaalde hogescholen.Open accessSamenvattingThis report analyzes the different legal aspects when establishing a hydrogen hub in the region of Delfzijl. It focuses on hydrogen networks, transport, production, renewable targets, mass balancing and hydrogen distribution, from an European level as well as a Dutch level.Trefwoordenhydrogen productionhydrogen transporthydrogen hublegal aspectsEuropean lawDutch lawmarket designEnergy transitionwaterstof-productiewaterstof-transportwaterstof-hubjuridische aspectenEuropees rechtNederlands rechtmarktontwerpenergietransitieEnergyLocal and regional energy strategiesIndustrial transformationSDG 09 - Industry, Innovation, and InfrastructureSDG 07 - Affordable and Clean EnergyLawEconomics and ManagementThemaRechtOrganisatieHanzeDatum2026-02-14TypeRapportTaalNederlands",2023,,,,https://hbo-kennisbank.nl/details/hanzepure:oai:research.hanze.nl:publications%2F31cc15b3-deb2-439f-9ab7-6b9a0bb44024
Understanding shelters as children’s places : an analysis of the favourite places of 4–12 year olds,"Understanding shelters as children’s places : an analysis of the favourite places of 4–12 year oldsElise Peters (Lid Lectoraat);Hans Teerds;Nicole van den BogerdBekijk Bestand/URLUnderstanding shelters as children’s places : an analysis of the favourite places of 4–12 year oldsElise Peters (Lid Lectoraat);Hans Teerds;Nicole van den BogerdBekijk Bestand/URLSamenvattingThe number of families with children experiencing homelessness, seeking asylum, or fleeing domestic violence is rising globally. However, the design of family shelters often overlooks the specific needs of children. To foster innovation in creating child-friendly shelter environments, this study explores the characteristics of children’s favourite places within family shelters. Using a walk-along and photovoice inspired approach, children were asked to show, photograph and describe their favourite place in the shelter. Researchers analysed the photos and narratives to understand how the children perceive and articulate the significance of these places. Data were collected among N = 23 children (aged 4–12) residing in shelters for asylum-seeking families, homeless families, and women’s shelters for families in the Netherlands. The findings reveal three key characteristics of children’s favourite places in shelters: (1) possibilities for joint play, (2) an aesthetic, secluded and happy atmosphere, and (3) safety and security. The discussion offers shelter care workers, architects, and others responsible for sheltering families a set of challenges for organising, designing, and utilising shelters as children’s places.Toon meerTrefwoordenLivabilityrefugeetraumahomeoutdoorhealth care settingThemaOpvoeding & OnderwijsOrganisatieHogeschool WindesheimAfdelingDomein Windesheim in AlmereLectoraatUrban Care and EducationGepubliceerd inChildren's Geographies Taylor & Francis Open Select publishingDatum2026-05-26TypeArtikelDOI10.1080/14733285.2025.2508722TaalEngels",2025,,,,https://hbo-kennisbank.nl/details/sharekit_windesheim:oai:surfsharekit.nl:8f8a9dad-7256-4394-8baf-34e0257a6a5c
Lijst met interventie-ideeën van mbo-studenten,"Lijst met interventie-ideeën van mbo-studentenZuidberg, A.F.Download BestandMaterialen met beperkte toegang zijn alleen beschikbaar voor bepaalde hogescholen.Open accessLijst met interventie-ideeën van mbo-studentenZuidberg, A.F.Download BestandMaterialen met beperkte toegang zijn alleen beschikbaar voor bepaalde hogescholen.Open accessSamenvattingIn deze lijst staan alle interventie-ideeën behorende bij de Mbo-challenges 1-9, behorende bij het project ""Mbo-student in actie voor plantaardig voedsel""TrefwoordenConsumentengedragStudentenPlantaardige voedingsmiddelenMiddelbaar beroepsonderwijsThemaEconomie & ManagementOrganisatieHAS Green AcademyLectoraatDesign Methoden in FoodDatum2026-04-02TypeAndersoortig materiaalTaalNederlands",2026,,,,https://hbo-kennisbank.nl/details/has:oai:www.greeni.nl:VBS:2:153982
Komen tot collectieve ervaringskennis stimuleer inwoners- en overheidsparticipatie,"Komen tot collectieve ervaringskennis stimuleer inwoners- en overheidsparticipatievoor de ervaringsdeskundigeLieke Helmes;Quinta Ansem;Petra Josso Loureiro (Onderzoeker)Download BestandMaterialen met beperkte toegang zijn alleen beschikbaar voor bepaalde hogescholen.Open accessVoor meer informatie over de verschillende gebruiksrechten, klik op het bijbehorende icoon/link.Rechten:CC-BYKomen tot collectieve ervaringskennis stimuleer inwoners- en overheidsparticipatievoor de ervaringsdeskundigeLieke Helmes;Quinta Ansem;Petra Josso Loureiro (Onderzoeker)Download BestandMaterialen met beperkte toegang zijn alleen beschikbaar voor bepaalde hogescholen.Open accessVoor meer informatie over de verschillende gebruiksrechten, klik op het bijbehorende icoon/link.Rechten:CC-BYSamenvattingVeel gemeenten en uitvoeringsorganisaties willen de participatie van inwoners vergroten, maar hoe pak je dat aan? Overal zijn inwoners - al dan niet bewust – met ervaringskennis. Een ervaringsdeskundige kan, afhankelijk van wat bij hem past, op één of meer manieren een rol hebben in het stimuleren van zowel inwoners- als overheidsparticipatie. En daarmee in het beschikbaar maken en vertalen van ervaringskennis in beleid voor de gemeente of uitvoeringsorganisaties. Deze opdracht en taak maken ook dat de ervaringsdeskundige een duidelijk gepositioneerd wordt.TrefwoordenervaringskenniservaringsdeskundigheidparticipatieparticipatiewetThemaMens & MaatschappijOrganisatieHogeschool WindesheimAfdelingDomein Windesheim in AlmereLectoraatKlantenperspectief in ondersteuning en zorgDatum2026-03-24TypeAndersoortig materiaalTaalNederlands",2026,,,,https://hbo-kennisbank.nl/details/sharekit_windesheim:oai:surfsharekit.nl:76a79f90-f776-4276-9c39-0c6498c9f851
Koelen in Woningen,"Koelen in WoningenKurstjens, DirkDownload BestandMaterialen met beperkte toegang zijn alleen beschikbaar voor bepaalde hogescholen.Open accessKoelen in WoningenKurstjens, DirkDownload BestandMaterialen met beperkte toegang zijn alleen beschikbaar voor bepaalde hogescholen.Open accessSamenvattingPresentatie op de warmtetransitiedag 2026 van de Provincie Groningen, over het thema Koeling in het warmteprogramma.De presentatie gaat in op comfort en oplossingen voor woningen: airco en warmtepompen met toevoegingen.TrefwoordenAircoBeroepspraktijk En MaatschappijComfortCoolingEnergieEnergyHeat PumpsKoelingProfessional Practice &Amp; SocietySdg 03 - Good Health And Well-BeingSdg 03 – Goede Gezondheid En WelzijnSdg 07 - Affordable And Clean EnergySdg 07 – Betaalbare En Schone EnergieSdg 11 - Sustainable Cities And CommunitiesSdg 11 – Duurzame Steden En GemeenschappenSysteemintegratieSystem IntegrationTechniekTechnologyWarmtepompenThemaAlgemeenOrganisatieHanzeDatum2026-04-16TypeConferentiebijdrageTaalNederlands",2026,,,,https://hbo-kennisbank.nl/details/hanze_pure_rest:095300ec-4d98-4e20-93c5-7f0b733f83d7
Understanding the Developmental Model of Intercultural Sensitivity Through a Complex Dynamic Systems Lens,"Understanding the Developmental Model of Intercultural Sensitivity Through a Complex Dynamic Systems LensLiu, Hugh;den Hartigh, Ruud;van der Poel, Marcel H.Download BestandMaterialen met beperkte toegang zijn alleen beschikbaar voor bepaalde hogescholen.Open accessUnderstanding the Developmental Model of Intercultural Sensitivity Through a Complex Dynamic Systems LensLiu, Hugh;den Hartigh, Ruud;van der Poel, Marcel H.Download BestandMaterialen met beperkte toegang zijn alleen beschikbaar voor bepaalde hogescholen.Open accessSamenvattingThe Developmental Model of Intercultural Sensitivity (DMIS) has been widely used to conceptualise changes in how individuals experience cultural difference, typically described as a progression from ethnocentric toward ethnorelative orientations. While the model’s value is considerable, its common interpretation as a staged, linear pathway struggles to account for the variability, context dependence, and nonlinearity observed in real intercultural encounters. This paper argues that the DMIS is better understood through the lens of Complex Dynamic Systems Theory (CDST), which treats intercultural sensitivity as an emergent property of person-environment couplings evolving across multiple time scales. Reframing DMIS as a multistable, history-dependent system clarifies why people do not progress uniformly, why regressions and sudden leaps occur, and why change depends as much on context as on individual traits. Methodologically, we recommend person-focused, longitudinal designs and analytic tools that track change over time and embrace variability as signal rather than noise. Practically, we suggest that intercultural learning environments could cultivate productive variability, scaffold transitions, and design targeted perturbations that reconfigure the system toward more adaptive orientations. Altogether, this reframing preserves DMIS’s clarity while capturing the lived complexity of intercultural development.Toon meerTrefwoordenintercultural competenceattractorsnonlinearityvariabilityidiographic researchinterculturele competentiesaantrekkersnon-lineariteitvariabiliteitidiografisch onderzoekHealthy AgeingHuman CapitalLanguage, Culture and ArtsThemaTaal, Cultuur & KunstenOrganisatieHanzeGepubliceerd inCulture & Psychology SageDatum2026-03-09TypeArtikelDOI10.1177/1354067X261434563TaalEngels",2025,,,,https://hbo-kennisbank.nl/details/hanzepure:oai:research.hanze.nl:publications%2F815dce75-6c34-47ee-9e44-8b78d9df363f
Van zero-emissie naar zero-impact stadslogistiek: wat leert de Nederlandse casus?,"Van zero-emissie naar zero-impact stadslogistiek: wat leert de Nederlandse casus?Ploos van Amstel, Walther (Faculteit Techniek (Ft));Dreischerf, Anna;Buijs, PaulBekijk Bestand/URLVan zero-emissie naar zero-impact stadslogistiek: wat leert de Nederlandse casus?Ploos van Amstel, Walther (Faculteit Techniek (Ft));Dreischerf, Anna;Buijs, PaulBekijk Bestand/URLSamenvattingZero-emissiezones (ZE-zones) worden vaak gepresenteerd als een ‘no-regret’ maatregel voor schonere en beter leefbare steden. De Nederlandse invoering van ZE-zones laat echter een meer genuanceerde werkelijkheid zien. Sinds 1 januari 2025 hebben achttien gemeenten ZE-zones in hun binnensteden ingevoerd, na een decennium van nauwe samenwerking tussen overheid, logistieke bedrijven en NGO’s. Deze zones geven richting aan de markt, versnellen innovaties in voertuigen, laadinfrastructuur en stedelijke logistieke concepten, en passen binnen een bredere transitie naar duurzame stedelijke omgevingen. Toch zijn de directe luchtkwaliteits- en klimaatvoordelen bescheiden in vergelijking met de potentiële impact op het interregionaal zwaar vrachtvervoer, waar elektrificatie aanzienlijk grotere CO₂-reducties oplevert. De implementatie wordt begrensd door netcongestie, gefragmenteerde uitzonderingsregimes en administratieve complexiteit, en brengt het risico met zich mee dat er een ongelijk speelveld ontstaat dat kleinere bedrijven benadeelt. In dit position paper reconstrueren we de tienjarige implementatieperiode van ZE-zones en reflecteren we op de vraag of ZE-zones daadwerkelijk ‘no-regret’ maatregelen zijn en hoe ze dat kunnen worden. Wij stellen dat ZE-zones pas echt ‘no-regret’ worden wanneer zij zijn ingebed in een bredere strategie voor zero-impact stedelijke logistiek en emissiereductie in het goederenvervoer, met een combinatie van infrastructuur, eerlijke ondersteuning van MKB-bedrijven en structurele veranderingen in logistieke netwerken en governance.Toon meerThemaAlgemeenOrganisatieHogeschool van AmsterdamGepubliceerd in31e editie Vervoerslogistieke Werkdagen 2026 Oud Turnhout, Belgium, BELDatum2026-03-26TypeConferentiebijdrageTaalNederlands",2025,,,,https://hbo-kennisbank.nl/details/amsterdam_pure:oai:pure.hva.nl:publications%2F633915d6-d709-4126-a5cf-6098bc32903f
De Gouden driehoek,"De Gouden driehoekonderwijs onderzoek omgevingEikelboom, Jacob (Faculteit Maatschappij En Recht (Fmr));Hulst - Waal, Annemarie (Faculteit Bewegen, Sport En Voeding)Download BestandMaterialen met beperkte toegang zijn alleen beschikbaar voor bepaalde hogescholen.Open accessDe Gouden driehoekonderwijs onderzoek omgevingEikelboom, Jacob (Faculteit Maatschappij En Recht (Fmr));Hulst - Waal, Annemarie (Faculteit Bewegen, Sport En Voeding)Download BestandMaterialen met beperkte toegang zijn alleen beschikbaar voor bepaalde hogescholen.Open accessSamenvatting100 tips van, door en voor docenten en andere onderwijsontwikkelaars hoe je in het onderwijs een betere plek kan geven aan onderzoek en de praktijk. Of het nu gaat om colleges, projecten, losse opdrachten of toetsen, overal is er ruimte om gebruik te maken van alle kennis en ervaring die er is. De voorbeelden en tips en formats zijn in te zetten voor voltijd en deeltijd opleidingen, van de propedeusefase tot de afstudeerfase, voor minoren en voor stages, voor docenten en voor curriculumontwikkelaars. De tips zijn gebaseerd op tientallen gesprekken met betrokken bij het onderwijs, onderzoek en de omgeving, de praktijk. Veel opmerkingen gingen over de uitvoerbaarheid, over goede bereidwilligheid van iedereen, over goede voornemens, maar ook over de weerbarstige realiteit. Soms loopt iets mis om praktische reden, zoals roosters. Soms op gebrek aan kennis over elkaars werk. Bij de tips in dit werkboek houden we daar zoveel mogelijk rekening mee. Soms zal je denken, dat weet toch iedereen? Dat blijkt niet zo te zijn, niet iedereen weet alles van elkaars werkwijze en invulling van je vak. We houden ook rekening met de praktijk, die soms overvraagd wordt. Een rode draad in veel gesprekken en voorbeelden is het stadsdocentschap, docenten die werken in living labs. Veel HvA’ers noemen dat een mooi voorbeeld hoe je invulling geeft aan de driehoek onderwijs-onderzoek-omgeving.Toon meerThemaAlgemeenOrganisatieHogeschool van AmsterdamDatum2026-03-16TypeBoekTaalNederlands",2019,,,,https://hbo-kennisbank.nl/details/amsterdam_pure:oai:pure.hva.nl:publications%2F27265d88-47cc-4c72-89c8-e5e9e659812c
Eenheid van autoluwe binnensteden,"Eenheid van autoluwe binnenstedenlessen uit praktijkervaringen voor effectief beleidBas Hazeleger (Student)Bestanden downloaden (2)Eenheid van autoluwe binnenstedenlessen uit praktijkervaringen voor effectief beleidBas Hazeleger (Student)Bestanden downloaden (2)SamenvattingNederlandse steden willen hun binnensteden autoluwer maken om leefbaarheid, veiligheid en duurzaamheid te verbeteren, maar dit stuit vaak op weerstand van bewoners en ondernemers onder meer door een gebrek aan gedeelde kennis. Dit onderzoek laat zien dat autoluw beleid vooral succesvol is wanneer maatregelen samenhangend en grootschalig worden toegepast, gecombineerd met goede inrichting van de openbare ruimte en actieve betrokkenheid van stakeholders. De belangrijkste lessen zijn: kies voor een integrale aanpak, richt straten echt in als verblijfsruimte, betrek belanghebbenden vroeg, zorg voor politieke steun en presenteer autoluw beleid als middel (niet doel) binnen bredere stedelijke ambities. Deze afstudeerscriptie bestaat uit twee delen: 'Eenheid van autoluwe binnensteden: lessen uit praktijkervaringen voor effectief beleid' en 'Lessen van autoluwe binnensteden: praktische handreiking voor gemeenten en adviesbureaus'.Toon meerTrefwoordenbinnenstedenautoluwe binnenstedenopenbare ruimteThemaRuimtelijke ordening & planningOrganisatieHogeschool WindesheimOpleidingRuimtelijke ontwikkelingAfdelingDomein TechniekPartnerBVA VerkeersadviezenDatum2026-02-24TypeBachelorTaalNederlands",2024,,,,https://hbo-kennisbank.nl/details/sharekit_windesheim:oai:surfsharekit.nl:311da376-b4a6-4139-b147-3a37361e15c9
Self-Management Support After Burns,"Self-Management Support After Burnsprotocol for a Multicenter, Stepped-Wedge Hybrid Type II Effectiveness-Implementation StudyNational Burn Care, Education & Research Group, The NetherlandsBekijk URLSelf-Management Support After Burnsprotocol for a Multicenter, Stepped-Wedge Hybrid Type II Effectiveness-Implementation StudyNational Burn Care, Education & Research Group, The NetherlandsBekijk URLSamenvattingBrief Summary, This study aims to evaluate a new self-management support intervention for burn survivors called BreeZe. The overall goal of BreeZe is to enhance burn survivors' self-management skills in order to integrate treatment and life goals and subsequently optimize burn survivors' quality of life and health-related outcomes. The BreeZe intervention is based on the content of the ZENN intervention, an evidence-based self-management support intervention for transplant recipient patients, which we adapted to the context of burn care. The BreeZe intervention is based on the theoretical framework of the Self-Regulation Theory. The main intervention strategies are based on evidence-based techniques, namely goal setting and pursuit, Solution-Focused Brief-Therapy, and Motivational Interviewing. In practice, this means that the intervention focuses on a positive approach in order to enhance burn survivors' intrinsic motivation and self-efficacy to encourage sustainable behaviour change regarding self-management in burns aftercare. To achieve this, we will implement BreeZe using various implementation strategies. These will include educating healthcare professionals on self-management, training them in communication skills (e.g. motivational interviewing), and providing supportive materials such as a decision aid tool (i.e., self-management web) and a workbook tailored for burn survivors. This multicenter stepped-wedge hybrid type 2 effectiveness-implementation study aims to evaluate BreeZe's effectiveness, and to evaluate the effects of our implementation approach. The study includes a pre-implementation phase (usual care), implementation phase, and a post-implementation phase (with BreeZe), and involves the three designated burn centers in the Netherlands. The phases will be rolled out sequentially from April 2024 to November 2024, and enrollment of participants concludes in July 2025. For evaluation, this study uses the RE-AIM evaluation framework, focusing on Reach, Effectiveness, Adoption, Implementation, and Maintenance. Our co-primary outcomes are 1) BreeZe's effectiveness in improving self-management skills in burn survivors, and 2) the effects of our implementation approach on the implementation outcomes Reach, Adoption, Implementation and Maintenance. Secondary effectiveness outcomes are self-regulation, participation, dependency, and patient-centeredness for burn survivors, and self-management support skills for healthcare professionals. Data collection for burn survivors occurs at 2 weeks, 6 months, and 12 months post-discharge, using questionnaires. Data collection for healthcare professionals occurs pre-implementation, and 3, 6 and 12 months after implementation, using questionnaires, interviews, and video observations.Copyright © 2025 clinicaltrials.govToon meerTrefwoordenburnsNetherlandsMulticenter Studies as Topicburn survivorSelf-management skillsStepped-wedge studyRE-AIMHybrid type IIImplementation scienceReachmethodstreatmentpsychological aspectseffectivenessmaintenancebrandwondenNederlandMulticenteronderzoeken als onderwerpbrandwondenoverlevendezelfmanagementvaardighedenStepped-wedge studieRE-AIMHybride type IIImplementatiewetenschapbereikmethodenbehandelingpsychologische aspecteneffectiviteitonderhoudHealthy AgeingFrailty and adequate careOtherHealthThemaGezondheidAlgemeenOrganisatieHanzeGepubliceerd inJMIR Research Protocols JMIR Publications Inc., Vol. 15Datum2026-03-16TypeArtikelDOI10.2196/86671TaalEngels",2024,,,,https://hbo-kennisbank.nl/details/hanzepure:oai:research.hanze.nl:publications%2F61842966-6678-4511-b52f-124488e87a7e
Unintentional water intake during swimming and post-race gastrointestinal illness in triathletes,"Unintentional water intake during swimming and post-race gastrointestinal illness in triathletesresults from 6 triathlons and 1294 athletesBliekendaal, S. (Onderzoeker);Dionisio Pires, M. (Onderzoeker)Download BestandMaterialen met beperkte toegang zijn alleen beschikbaar voor bepaalde hogescholen.Open accessUnintentional water intake during swimming and post-race gastrointestinal illness in triathletesresults from 6 triathlons and 1294 athletesBliekendaal, S. (Onderzoeker);Dionisio Pires, M. (Onderzoeker)Download BestandMaterialen met beperkte toegang zijn alleen beschikbaar voor bepaalde hogescholen.Open accessSamenvattingThis study aimed to investigate the relationship between water intake and post-race gastrointestinal illness in triathletes. Following a post-event survey approach, we evaluated the association between water intake and gastrointestinal illness in triathletes. We collected data among participants of six different triathlons in the Netherlands using an online questionnaire about personal characteristics (age, sex, swimming experience, chronic illness, and athletic level), the completed triathlon (length and duration), water intake, and illnesses during the 7 days following the triathlon.TrefwoordenOppervlaktewaterWaterkwaliteitZwemwaterGezondheidThemaNatuur & LandbouwOrganisatieAeres HogeschoolLectoraatGezonde LeefomgevingGepubliceerd inInternational Journal of Environmental Research and Public Health MDPI, Basel, Vol. 23, Uitgave: 3, Pagina: 392Datum2026-03-19TypeArtikelDOI10.3390/ijerph23030392TaalEngels",2024,,,,https://hbo-kennisbank.nl/details/aereshogeschool:oai:www.greeni.nl:VBS:2:153974
Verder met een armoede-aanpak op school,"Verder met een armoede-aanpak op schoolEen handreiking met lessen uit vier jaar actie-onderzoek naar armoedebestrijding op Amsterdamse FamiliescholenKruithof, M.J. (Lectoraat Armoede Interventies);Mak, J. (Lectoraat Armoede Interventies);Custers, A.L. (Lectoraat Armoede Interventies)Download BestandMaterialen met beperkte toegang zijn alleen beschikbaar voor bepaalde hogescholen.Open accessVerder met een armoede-aanpak op schoolEen handreiking met lessen uit vier jaar actie-onderzoek naar armoedebestrijding op Amsterdamse FamiliescholenKruithof, M.J. (Lectoraat Armoede Interventies);Mak, J. (Lectoraat Armoede Interventies);Custers, A.L. (Lectoraat Armoede Interventies)Download BestandMaterialen met beperkte toegang zijn alleen beschikbaar voor bepaalde hogescholen.Open accessSamenvattingEen handreiking met aanbevelingen, praktijkvoorbeelden, tips en tricks en relevante overige informatie voor scholen om een armoede-aanpak op te zetten als onderdeel van een integrale aanpak om kansengelijkheid te bevorderen. De handreiking is gebaseerd op vier jaar actie-onderzoek op negen Amsterdamse Familiescholen.ThemaAlgemeenOrganisatieHogeschool van AmsterdamDatum2026-03TypeRapportTaalNederlands",2020,,,,https://hbo-kennisbank.nl/details/amsterdam_pure:oai:pure.hva.nl:publications%2Fff6c2e4d-d804-4f98-a81b-eb6c5a8ebbe1
Verantwoord Vertrouwen,Verantwoord VertrouwenNaar een rijke verantwoording in de sociale basis van de gemeente EdeGeert Jan Spijker (Onderzoeker);Wim Dekker (Lector)Bestanden downloaden (2)Verantwoord VertrouwenNaar een rijke verantwoording in de sociale basis van de gemeente EdeGeert Jan Spijker (Onderzoeker);Wim Dekker (Lector)Bestanden downloaden (2)SamenvattingIn dit rapport vindt u de methode en resultaten van ons onderzoek naar een verbetering van de verantwoordingscyclus voor de Edese sociale basis voor gesubsidieerde organisaties met een subsidie van €50.000 of meer. Deze verkorte versie is bedoeld voor allen die belangstelling hebben voor het onderwerp van lokaal verantwoorden afleggen in relatie tot de sociale basis. Voor meer achtergronden en details verwijzen we u naar het volledige rapport.TrefwoordenVerantwoordenGemeente EdeSociale basisSubsidiesCritical FriendsThemaEconomie & ManagementMens & MaatschappijOrganisatieChristelijke Hogeschool EdeOpleidingSocial WorkLectoraatInformele NetwerkenDatum2026-03TypeRapportTaalNederlands,2022,,,,https://hbo-kennisbank.nl/details/sharekit_che:oai:surfsharekit.nl:37d3fcba-b707-4bd8-8876-3d7e70f28b9d
Neurophysiological correlates of passive movements are speed- and type-dependent,"Neurophysiological correlates of passive movements are speed- and type-dependentVeldman, Menno;Kwant, J.;Lommerse, J.;Feenstra, Marlies (Healthy Ageing, Allied Health Care And Nursing);Lamoth, Claudine;Volkers, A.;Drenth, Hans (Healthy Ageing, Allied Health Care And Nursing);Zuidema, Sytse;Bautmans, Ivan;Hobbelen, Johannes (Ageing And Allied Health Care)Bekijk URLNeurophysiological correlates of passive movements are speed- and type-dependentVeldman, Menno;Kwant, J.;Lommerse, J.;Feenstra, Marlies (Healthy Ageing, Allied Health Care And Nursing);Lamoth, Claudine;Volkers, A.;Drenth, Hans (Healthy Ageing, Allied Health Care And Nursing);Zuidema, Sytse;Bautmans, Ivan;Hobbelen, Johannes (Ageing And Allied Health Care)Bekijk URLSamenvattingDoel De betrokkenheid van supraspinale structuren bij de controle van passieve bewegingen is nog onvoldoende opgehelderd. Eerdere studies leverden elektromyografisch bewijs voor snelheids- en type-afhankelijke veranderingen in spieractiviteit. Op basis van eigenschappen van mechanoreceptoren, leeftijdsgerelateerde veranderingen daarin, en de somatotopisch georganiseerde verbindingen tussen sensorische en motorische systemen, had deze studie als doel elektrofysiologisch bewijs te leveren voor de betrokkenheid van frontale cortexinhibitie en corticomotorische interacties bij de controle van passieve bewegingen. Methoden Twintig gezonde jongere en oudere volwassenen voerden passieve flexie- en extensiebewegingen van de elleboog uit bij drie door een metronoom bepaalde snelheden (20, 60 en 100 slagen per minuut), zowel in een continue als discontinue uitvoering. De continue conditie bestond uit bewegingen zonder pauzes tussen opeenvolgende bewegingen, terwijl de discontinue conditie pauzes bevatte tussen de overgangen van flexie naar extensie. De volgorde van de bewegingssnelheden werd geleidelijk opgevoerd om overdrachteffecten (carry-over) in veronderstelde weerstand tegen passieve bewegingen van hogere naar lagere snelheden te voorkomen. In alle condities werden elektro-encefalografische en elektromyografische gegevens verzameld. Alphakracht werd gebruikt als maat voor frontale cortexinhibitie en bèta corticomusculaire coherentie als maat voor hersen-spierconnectiviteit. Resultaten De inhibitie van de frontale cortex nam af (p = 0,036) en de hersen-spierconnectiviteit nam toe (p < 0,001) bij toenemende bewegingssnelheid. Daarnaast was de frontale cortexinhibitie 17% hoger in de discontinue conditie ten opzichte van de continue conditie (p = 0,005), terwijl de corticomusculaire coherentie 25,9% hoger was in de continue dan in de discontinue conditie (p < 0,001). Deze effecten waren onafhankelijk van leeftijd. Conclusie Frontale cortexinhibitie en hersen-spierinteracties zijn afhankelijk van de snelheid en het type passieve beweging. De huidige gegevens kunnen inzicht bieden in de processen die ten grondslag liggen aan pathologische spierspanning tijdens passieve bewegingen.Toon meerTrefwoordenHersen-spierconnectiviteitSpier TonusFrontale InhibitiePassief BewegenElektro-encefalografie (EEG)VerouderingCorticomusculaire CoherentieInhibitieBrain-muscle connectivityMuscle ToneFrontal InhibitionPassive MovementElectroencephalographyAgingInhibitionCorticomuscular CoherenceHealthy AgeingFrailty and adequate careOtherHealthThemaGezondheidAlgemeenOrganisatieHanzeGepubliceerd inEuropean Journal of Applied Physiology SpringerDatum2026-03-02TypeArtikelDOI10.1007/s00421-026-06172-2TaalEngels",2016,,,,https://hbo-kennisbank.nl/details/hanzepure:oai:research.hanze.nl:publications%2Fa6b890ad-9e79-4dae-ae5c-0e2826d2aca8
